Id_studenta,Imie,Nazwisko,Uczelnia,Miejsce_zam,Rok_studiow,Dochod_na_osobe,,,miasta,
521,Teresa,Gryglak,Politechnika Informatyczno-Elektroniczna,Limanowa,II,3117,,,Limanowa,
522,Jolanta,Turlej,Politechnika Informatyczno-Elektroniczna,Elk,V,3344,,,Elk,
523,Kamil,Gruca,Uniwersytet Krolewski,Karniewo,I,3300,,,Karniewo,
524,Daniel,Filipek,Politechnika Informatyczno-Elektroniczna,Katowice,I,2302,,,Katowice,
525,Beata,Dabrowska,Politechnika Informatyczno-Elektroniczna,Katowice,II,2576,,,Katowice,
526,Krzysztof,Cebula,Uniwersytet Krolewski,Olkusz,I,3155,,,Olkusz,
527,Anna,Horbacz,Politechnika Krolewska,Chorzow,I,1079,,,Chorzow,
528,Krzysztof,Barski,Uniwersytet Krolewski,Ogrodzieniec,I,1047,,,Ogrodzieniec,
529,Wanda,Pacula,Uniwersytet Rolniczy,Katowice,II,2350,,,Katowice,
530,Ewa,Barwicka,Uniwersytet Krolewski,Nowy Sacz,I,600,,,Nowy Sacz,
531,Katarzyna,Bartecka,Politechnika Krolewska,Chorzow,I,350,,,Chorzow,
532,Natalia,Pypno,Politechnika Informatyczno-Elektroniczna,Radom,I,1139,,,Radom,
533,Maciej,Knapik,Politechnika Informatyczno-Elektroniczna,Istebna,IV,1056,,,Istebna,
534,Katarzyna,Ochocka,Uniwersytet Krolewski,Siewierz,I,750,,,Siewierz,
535,Agnieszka,Otwocka,Politechnika Informatyczno-Elektroniczna,Raciborz,I,3176,,,Raciborz,
536,Bozena,Chmielewska,Politechnika Informatyczno-Elektroniczna,Istebna,II,1835,,,Istebna,
537,Maria,Krasiczynska,Uniwersytet Krolewski,Tarnobrzeg,I,1623,,,Tarnobrzeg,
538,Katarzyna,Budziak,Uniwersytet Krolewski,Nowy Targ,II,1153,,,Nowy Targ,
539,Adam,Gumowski,Politechnika Informatyczno-Elektroniczna,Zamosc,I,3059,,,Zamosc,
540,Alina,Charemska,Politechnika Informatyczno-Elektroniczna,Myslowice,I,1847,,,Myslowice,
541,Zbigniew,Jaworski,Uniwersytet Krolewski,Myslowice,III,3238,,,Myslowice,
542,Marcin,Grabysz,Uniwersytet Sportu i Turystyki,Bielsko - Biala,I,2125,,,Bielsko - Biala,
543,Jan,Chylak,Politechnika Informatyczno-Elektroniczna,Gliwice,I,1224,,,Gliwice,
544,Grzegorz,Sokolowski,Politechnika Krolewska,Pulawy,III,606,,,Pulawy,
545,Anna,Smela,Politechnika Informatyczno-Elektroniczna,Sosnicowice,I,1375,,,Sosnicowice,
546,Maria,Kolka,Uniwersytet Rolniczy,Sosnicowice,II,790,,,Sosnicowice,
547,Krzysztof,Groza,Politechnika Krolewska,Strzelce Opolskie,I,2014,,,Strzelce Opolskie,
548,Katarzyna,Friedek,Politechnika Krolewska,Wisla,I,898,,,Wisla,
549,Piotr,Szczerek,Uniwersytet Krolewski,Rajcza,III,2896,,,Rajcza,
550,Edward,Bebanek,Uniwersytet Krolewski,Bielsko - Biala,I,1580,,,Bielsko - Biala,
551,Grzegorz,Kinski,Politechnika Informatyczno-Elektroniczna,Myslowice,I,3000,,,Myslowice,
552,Patryk,Brylok,Politechnika Informatyczno-Elektroniczna,Suwalki,I,3007,,,Suwalki,
553,Ewa,Oszczudlowska,Uniwersytet Ekonomiczny,Przemysl,I,1141,,,Przemysl,
554,Irma,Iwasiow,Politechnika Krolewska,Rogoznik,I,1201,,,Rogoznik,
555,Tomasz,Muc,Uniwersytet Rolniczy,Cieszyn,IV,1243,,,Cieszyn,
556,Piotr,Cholewa,Uniwersytet Pedagogiczny,Hrebenne,II,2318,,,Hrebenne,
557,Antoni,Chmielacz,Uniwersytet Rolniczy,Strzelce Opolskie,I,2952,,,Strzelce Opolskie,
558,Agnieszka,Witas,Politechnika Krolewska,Mlynarze,V,1914,,,Mlynarze,
559,Andrzej,Baran,Politechnika Informatyczno-Elektroniczna,Wodzislaw Slaski,I,1390,,,Wodzislaw Slaski,
560,Feliks,Bawarski,Uniwersytet Krolewski,Katowice,I,433,,,Katowice,
561,Kinga,Matuszyk,Politechnika Krolewska,Zabrze,I,562,,,Zabrze,
562,Grzegorz,Borutawski,Politechnika Krolewska,Nowy Targ,I,2859,,,Nowy Targ,
563,Wiktor,Basajski,Politechnika Krolewska,Ruda Slaska,II,920,,,Ruda Slaska,
564,Sylwester,Jasinski,Politechnika Informatyczno-Elektroniczna,Szczyrk,III,1216,,,Szczyrk,
565,Zofia,Ciechowska,Uniwersytet Krolewski,Szczyrk,II,2652,,,Szczyrk,
566,Adam,Bialczak,Politechnika Informatyczno-Elektroniczna,Szczekociny,I,1676,,,Szczekociny,
567,Filip,Baczek,Akademia Sztuk Pieknych,Tychy,I,459,,,Tychy,
568,Felicja,Latas,Uniwersytet Krolewski,Myslowice,II,592,,,Myslowice,
569,Aleksy,Dudek,Uniwersytet Pedagogiczny,Tychy,II,2544,,,Tychy,
570,Krzysztof,Chorzyk,Politechnika Informatyczno-Elektroniczna,Limanowa,I,1037,,,Limanowa,
571,Krzysztof,Kryszkiewicz,Uniwersytet Krolewski,Istebna,III,390,,,Istebna,
572,Robert,Zielinski,Politechnika Krolewska,Nowy Targ,V,2538,,,Nowy Targ,
573,Zachariasz,Msciwujewski,Uniwersytet Krolewski,Zyrardow,II,3044,,,Zyrardow,
574,Jakub,Dukowski,Uniwersytet Krolewski,Chorzow,I,2983,,,Chorzow,
575,Anastazja,Litwin,Uniwersytet Rolniczy,Nowy Targ,I,889,,,Nowy Targ,
576,Tomasz,Gronus,Uniwersytet Krolewski,Terespol,V,389,,,Terespol,
577,Zofia,Adamowicz,Uniwersytet Krolewski,Klomnice,II,439,,,Klomnice,
578,Wislaw,Kowalski,Politechnika Informatyczno-Elektroniczna,Radom,II,3208,,,Radom,
579,Konstantyn,Piatek,Uniwersytet Krolewski,Legnica,I,350,,,Legnica,
580,Paulina,Uszek,Politechnika Krolewska,Deblin,I,1937,,,Deblin,
581,Andrzej,Kuras,Akademia Sztuk Pieknych,Kolbaskowo,V,838,,,Kolbaskowo,
582,Beata,Cagara,Politechnika Informatyczno-Elektroniczna,Gieraltowice,IV,1698,,,Gieraltowice,
583,Barbara,Balwierz,Uniwersytet Krolewski,Krzeszowice,V,2746,,,Krzeszowice,
584,Anna,Antosiewicz,Uniwersytet Pedagogiczny,Siemianowice Slaskie,I,569,,,Siemianowice Slaskie,
585,Sara,Koterba,Uniwersytet Krolewski,Zawiercie,I,1389,,,Zawiercie,
586,Miroslawa,Krasuska,Politechnika Krolewska,Myszkow,III,3018,,,Myszkow,
587,Patrycja,Kochanska,Uniwersytet Krolewski,Nowy Sacz,I,1111,,,Nowy Sacz,
588,Tomasz,Ichniowski,Uniwersytet Krolewski,Krapkowice,II,783,,,Krapkowice,
589,Stanislaw,Bialkowski,Politechnika Krolewska,Slawkow,II,3244,,,Slawkow,
590,Piotr,Kalicinski,Uniwersytet Krolewski,Mikolow,III,1155,,,Mikolow,
591,Roman,Banasik,Uniwersytet Rolniczy,Sanok,I,2845,,,Sanok,
592,Michal,Zawadzki,Politechnika Krolewska,Rajcza,I,1501,,,Rajcza,
593,Klaudia,Janecka,Akademia Sztuk Pieknych,Jejkowice,I,1257,,,Jejkowice,
594,Danuta,Chyza,Politechnika Informatyczno-Elektroniczna,Rzeszow,III,1787,,,Rzeszow,
595,Bartosz,Grzesik,Uniwersytet Krolewski,Nysa,I,725,,,Nysa,
596,Milosz,Michalski,Politechnika Informatyczno-Elektroniczna,Katowice,II,493,,,Katowice,
597,Michal,Baja,Uniwersytet Ekonomiczny,Chelm,I,2916,,,Chelm,
598,Marcin,Bielak,Uniwersytet Krolewski,Siemianowice Slaskie,I,1164,,,Siemianowice Slaskie,
599,Henryk,Chlopicki,Uniwersytet Krolewski,Mikolow,I,951,,,Mikolow,
600,Marcin,Jader,Politechnika Informatyczno-Elektroniczna,Ledziny,I,1074,,,Ledziny,
601,Elzbieta,Sikora,Politechnika Informatyczno-Elektroniczna,Naleczow,IV,2468,,,Naleczow,
602,Ewa,Barek,Uniwersytet Sportu i Turystyki,Alwernia,I,2880,,,Alwernia,
603,Kinga,Kaszyca,Politechnika Informatyczno-Elektroniczna,Zamosc,I,1299,,,Zamosc,
604,Piotr,Pszczola,Uniwersytet Ekonomiczny,Myslowice,I,1048,,,Myslowice,
605,Barbara,Banowska,Politechnika Informatyczno-Elektroniczna,Sosnowiec,I,2846,,,Sosnowiec,
606,Piotr,Jedruszczak,Uniwersytet Krolewski,Tychy,I,2995,,,Tychy,
607,Zofia,Boska,Uniwersytet Krolewski,Tomaszow Lubelski,II,3037,,,Tomaszow Lubelski,
608,Joanna,Para,Politechnika Krolewska,Wadowice,II,1930,,,Wadowice,
609,Kamila,Borowska,Politechnika Krolewska,Siemianowice Slaskie,I,2743,,,Siemianowice Slaskie,
610,Monika,Chrzanik,Politechnika Krolewska,Gliwice,I,2943,,,Gliwice,
611,Marek,Wypchlo,Uniwersytet Krolewski,Sanok,I,1041,,,Sanok,
612,Michal,Lowik,Uniwersytet Krolewski,Ilawa,III,1437,,,Ilawa,
613,Wojciech,Janocha,Uniwersytet Pedagogiczny,Piwniczna-Zdroj,II,3289,,,Piwniczna-Zdroj,
614,Tomasz,Basinski,Politechnika Informatyczno-Elektroniczna,Katowice,II,1032,,,Katowice,
615,Klaudiusz,Ostrowski,Uniwersytet Krolewski,Nowy Targ,III,1555,,,Nowy Targ,
616,Danuta,Telejko,Politechnika Informatyczno-Elektroniczna,Zabrze,IV,996,,,Zabrze,
617,Michal,Rokosz,Politechnika Informatyczno-Elektroniczna,Zgorzelec,II,751,,,Zgorzelec,
618,Piotr,Pienkowski,Politechnika Informatyczno-Elektroniczna,Tarnobrzeg,I,1425,,,Tarnobrzeg,
619,Jan,Razny,Akademia Sztuk Pieknych,Tworog,III,1732,,,Tworog,
620,Stefan,Wlodarczyk,Politechnika Krolewska,Chorzow,IV,571,,,Chorzow,
621,Zofia,Kielbus,Uniwersytet Ekonomiczny,Prudnik,II,1384,,,Prudnik,
622,Celina,Dobrzanska,Uniwersytet Rolniczy,Siewierz,I,3324,,,Siewierz,
623,Joanna,Letka,Politechnika Informatyczno-Elektroniczna,Oswiecim,II,2560,,,Oswiecim,
624,Katarzyna,Oleksy,Uniwersytet Krolewski,Zywiec,I,2117,,,Zywiec,
625,Jan,Trzmielewski,Politechnika Informatyczno-Elektroniczna,Lwowek Slaski,II,2094,,,Lwowek Slaski,
626,Helena,Gawlicz,Uniwersytet Krolewski,Aleksandrow Kujawski,I,2349,,,Aleksandrow Kujawski,
627,Tomasz,Mazurek,Politechnika Krolewska,Kuznica Bialostocka,V,2409,,,Kuznica Bialostocka,
628,Roch,Lechowicz,Uniwersytet Krolewski,Mikolow,II,2674,,,Mikolow,
629,Marek,Nosowski,Politechnika Informatyczno-Elektroniczna,Bialaszewo,I,486,,,Bialaszewo,
630,Kamil,Kwiatkowski,Politechnika Informatyczno-Elektroniczna,Bransk,IV,3318,,,Bransk,
631,Adam,Banas,Politechnika Informatyczno-Elektroniczna,Krzeszowice,I,1991,,,Krzeszowice,
632,Katarzyna,Jokiel,Akademia Sztuk Pieknych,Ogrodzieniec,I,847,,,Ogrodzieniec,
633,Pawel,Jasiak,Wyzsza Szko�a Techniczna,Wloclawek,I,3277,,,Wloclawek,
634,Wojciech,Musiol,Uniwersytet Krolewski,Mikolow,III,2972,,,Mikolow,
635,Weronika,Kaczmarek,Politechnika Krolewska,Wodzislaw Slaski,II,1140,,,Wodzislaw Slaski,
636,Pawel,Janowicz,Politechnika Informatyczno-Elektroniczna,Miechow,I,2133,,,Miechow,
637,Miron,Sledziak,Politechnika Informatyczno-Elektroniczna,Szczecin,III,2397,,,Szczecin,
638,Iwona,Kromolowska,Uniwersytet Krolewski,Klomnice,I,2387,,,Klomnice,
639,Sylwester,Borkowski,Politechnika Krolewska,Szczyrk,IV,1683,,,Szczyrk,
640,Zuzanna,Wronska,Politechnika Informatyczno-Elektroniczna,Skierniewice,II,878,,,Skierniewice,
641,Tomasz,Koscielny,Politechnika Informatyczno-Elektroniczna,Myslowice,II,2245,,,Myslowice,
642,Ada,Drukarczyk,Politechnika Informatyczno-Elektroniczna,Myslowice,I,2353,,,Myslowice,
643,Karol,Andrus,Politechnika Krolewska,Nowy Targ,V,1775,,,Nowy Targ,
644,Alicja,Medynska,Politechnika Krolewska,Krzyz Wielkopolski,I,590,,,Krzyz Wielkopolski,
645,Katarzyna,Kwiecien,Politechnika Informatyczno-Elektroniczna,Bielsko - Biala,II,772,,,Bielsko - Biala,
646,Felicja,Ostrowska,Uniwersytet Rolniczy,Tarnowskie Gory,II,2466,,,Tarnowskie Gory,
647,Barbara,Przywarska,Politechnika Krolewska,Sosnowiec,I,3020,,,Sosnowiec,
648,Malwina,Kabala,Politechnika Informatyczno-Elektroniczna,Wadowice,I,2691,,,Wadowice,
649,Lucyna,Trzopek,Uniwersytet Krolewski,Slawkow,V,2758,,,Slawkow,
650,Kamil,Polkowski,Politechnika Krolewska,Katowice,II,357,,,Katowice,
651,Czeslawa,Kalinowska,Uniwersytet Krolewski,Brzesko,V,2752,,,Brzesko,
652,Emilia,Banach,Politechnika Informatyczno-Elektroniczna,Rogoznik,I,2695,,,Rogoznik,
653,Wiktoria,Gorska,Politechnika Informatyczno-Elektroniczna,Zory,II,391,,,Zory,
654,Dariusz,Hentelski,Uniwersytet Krolewski,Siewierz,I,1750,,,Siewierz,
655,Pawel,Pawlowski,Politechnika Krolewska,Konin,I,2802,,,Konin,
656,Krzysztof,Siemion,Uniwersytet Sportu i Turystyki,Radom,V,2344,,,Radom,
657,Marcin,Bienkowski,Politechnika Informatyczno-Elektroniczna,Bedzin,I,3025,,,Bedzin,
658,Artur,Dartcjan,Politechnika Informatyczno-Elektroniczna,Piechowice,I,1008,,,Piechowice,
659,Felicja,Adamkowska,Uniwersytet Krolewski,Nowy Sacz,I,617,,,Nowy Sacz,
660,Karolina,Naparstek,Politechnika Informatyczno-Elektroniczna,Nowy Sacz,I,2409,,,Nowy Sacz,
661,Aleksandra,Wybraniec,Uniwersytet Krolewski,Koszalin,I,764,,,Koszalin,
662,Michal,Otwinowski,Uniwersytet Krolewski,Ustron,I,2659,,,Ustron,
663,Lechoslawa,Burcz,Uniwersytet Rolniczy,Kobylin-Borzymy,III,2874,,,Kobylin-Borzymy,
664,Bozena,Sowa,Uniwersytet Pedagogiczny,Siewierz,I,691,,,Siewierz,
665,Kacper,Luty,Uniwersytet Krolewski,Wodzislaw Slaski,III,3201,,,Wodzislaw Slaski,
666,Wioletta,Pacula,Uniwersytet Krolewski,Pila,V,2742,,,Pila,
667,Szczepan,Sobczak,Uniwersytet Krolewski,Myslowice,V,902,,,Myslowice,
668,Kacper,Babinski,Uniwersytet Krolewski,Wadowice,I,831,,,Wadowice,
669,Alicja,Barczynska,Uniwersytet Krolewski,Bezledy,I,2679,,,Bezledy,
670,Ewelina,Kobus,Politechnika Informatyczno-Elektroniczna,Bransk,I,811,,,Bransk,
671,Agnieszka,Lencznarowicz,Uniwersytet Krolewski,Myszkow,III,478,,,Myszkow,
672,Barbara,Barszczykiewicz,Politechnika Krolewska,Swieradow-Zdroj,I,2827,,,Swieradow-Zdroj,
673,Klara,Lipiec,Politechnika Informatyczno-Elektroniczna,Rabka,I,355,,,Rabka,
674,Jacek,Zuchowicz,Politechnika Informatyczno-Elektroniczna,Wisla,II,1668,,,Wisla,
675,Andrzej,Wisniewski,Politechnika Krolewska,Katowice,I,2322,,,Katowice,
676,Oskar,Kolodziej,Politechnika Informatyczno-Elektroniczna,Gdynia,II,1535,,,Gdynia,
677,Jakub,Piotrowski,Politechnika Informatyczno-Elektroniczna,Szczyrk,IV,2456,,,Szczyrk,
678,Bogumila,Grubba,Uniwersytet Krolewski,Sosnicowice,V,858,,,Sosnicowice,
679,Sandra,Swiatek,Uniwersytet Sportu i Turystyki,Ogrodzieniec,I,2456,,,Ogrodzieniec,
680,Anna,Barciszewska,Uniwersytet Rolniczy,Rogoznik,I,709,,,Rogoznik,
681,Maryla,Ciechowicz,Uniwersytet Krolewski,Pszczyna,I,2219,,,Pszczyna,
682,Katarzyna,Garbacz,Uniwersytet Krolewski,Wadowice,I,2010,,,Wadowice,
683,Jaroslaw,Walewski,Politechnika Informatyczno-Elektroniczna,Ogrodzieniec,II,356,,,Ogrodzieniec,
684,Amadeusz,Bartosik,Uniwersytet Krolewski,Zawiercie,I,607,,,Zawiercie,
685,Marcin,Gorec,Politechnika Krolewska,Suraz,I,2939,,,Suraz,
686,Maciej,Poradisz,Politechnika Informatyczno-Elektroniczna,Chalupki,III,3037,,,Chalupki,
687,Jan,Barbucha,Uniwersytet Krolewski,Ruda Slaska,I,3276,,,Ruda Slaska,
688,Magdalena,Nadarzyn,Politechnika Informatyczno-Elektroniczna,Bedzin,I,1880,,,Bedzin,
689,Celina,Pietras,Politechnika Informatyczno-Elektroniczna,Wojkowice,V,2872,,,Wojkowice,
690,Wanda,Rossudowska,Uniwersytet Pedagogiczny,Tychy,II,2554,,,Tychy,
691,Karolina,Tomsza,Politechnika Informatyczno-Elektroniczna,Raciborz,I,767,,,Raciborz,
692,Bartosz,Ziolkowski,Uniwersytet Rolniczy,Wodzislaw Slaski,I,3056,,,Wodzislaw Slaski,
693,Kamil,Borysow,Politechnika Krolewska,Prudnik,I,421,,,Prudnik,
694,Irena,Ignaszewska,Uniwersytet Krolewski,Tarnow,I,1160,,,Tarnow,
695,Miroslawa,Grzesik,Uniwersytet Krolewski,Nowy Targ,I,788,,,Nowy Targ,
696,Krzysztof,Bladowicz,Politechnika Informatyczno-Elektroniczna,Myszkow,I,2004,,,Myszkow,
697,Maciej,Kula,Politechnika Informatyczno-Elektroniczna,Siedlce,I,2418,,,Siedlce,
698,Kamil,Wieczorek,Uniwersytet Krolewski,Tarnow,IV,2065,,,Tarnow,
699,Ewa,Jurek,Politechnika Krolewska,Siemianowice Slaskie,I,2101,,,Siemianowice Slaskie,
700,Zyta,Bugala,Uniwersytet Krolewski,Pszczyna,II,1958,,,Pszczyna,
701,Beata,Stan,Politechnika Informatyczno-Elektroniczna,Aleksandrow Kujawski,I,2033,,,Aleksandrow Kujawski,
702,Juliusz,Wozniak,Uniwersytet Pedagogiczny,Koniakow,I,1523,,,Koniakow,
703,Hanna,Okularczyk,Politechnika Informatyczno-Elektroniczna,Cieszyn,I,507,,,Cieszyn,
704,Aleksy,Borkowski,Politechnika Informatyczno-Elektroniczna,Witonia,IV,1035,,,Witonia,
705,Dorota,Byra,Politechnika Krolewska,Zielona Gora,I,1233,,,Zielona Gora,
706,Gertruda,Rzasowska,Akademia Sztuk Pieknych,Wagrowiec,II,2877,,,Wagrowiec,
707,Lukasz,Kostosz,Uniwersytet Krolewski,Tarnowskie Gory,IV,1060,,,Tarnowskie Gory,
708,Pawel,Orczyk,Uniwersytet Krolewski,Ruda Slaska,I,627,,,Ruda Slaska,
709,Natasza,Konewka,Wyzsza Szko�a Techniczna,Szczekociny,V,2056,,,Szczekociny,
710,Alicja,Cygan,Uniwersytet Krolewski,Zielona Gora,I,2578,,,Zielona Gora,
711,Anna,Bugajska,Politechnika Informatyczno-Elektroniczna,Limanowa,I,412,,,Limanowa,
712,Antoni,Wojtyra,Politechnika Informatyczno-Elektroniczna,Radom,I,2404,,,Radom,
713,Jan,Matczak,Uniwersytet Krolewski,Kielce,I,2042,,,Kielce,
714,Michal,Kopernik,Uniwersytet Krolewski,Mikolow,I,499,,,Mikolow,
715,Andrzej,Kozlowski,Uniwersytet Krolewski,Szczyrk,I,2133,,,Szczyrk,
716,Adam,Jasiewicz,Uniwersytet Krolewski,Rogoznik,I,1554,,,Rogoznik,
717,Jan,Janosik,Uniwersytet Krolewski,Julianka,III,736,,,Julianka,
718,Adam,Bledowski,Politechnika Informatyczno-Elektroniczna,Wadowice,I,1956,,,Wadowice,
719,Klementyna,Mrozinska,Politechnika Informatyczno-Elektroniczna,Sosnicowice,I,1079,,,Sosnicowice,
720,Aleksander,Pawlak,Politechnika Krolewska,Gorzow Wielkopolski,III,705,,,Gorzow Wielkopolski,
721,Waclaw,Slaski,Politechnika Krolewska,Siemianowice Slaskie,II,2809,,,Siemianowice Slaskie,
722,Jakub,Kanciala,Politechnika Informatyczno-Elektroniczna,Jejkowice,I,2021,,,Jejkowice,
723,Julia,Pondo,Politechnika Informatyczno-Elektroniczna,Katowice,I,1019,,,Katowice,
724,Jozef,Biegar,Politechnika Krolewska,Dabrowa Gornicza,I,2878,,,Dabrowa Gornicza,
725,Pawel,Beryl,Politechnika Informatyczno-Elektroniczna,Jedrzejow,I,2101,,,Jedrzejow,
726,Paulina,Bulejska,Politechnika Informatyczno-Elektroniczna,Kedzierzyn-Kozle,I,1286,,,Kedzierzyn-Kozle,
727,Wiktoria,Dobosz,Uniwersytet Krolewski,Glubczyce,V,2498,,,Glubczyce,
728,Izabella,Bluza,Uniwersytet Krolewski,Zabrodzie,III,3258,,,Zabrodzie,
729,Karol,Anyzkiewicz,Politechnika Krolewska,Kedzierzyn-Kozle,II,2274,,,Kedzierzyn-Kozle,
730,Ksenia,Kadziola,Uniwersytet Krolewski,Skierniewice,V,2742,,,Skierniewice,
731,Lechoslaw,Nowakowicz,Uniwersytet Krolewski,Jezewo,II,1084,,,Jezewo,
732,Bronislawa,Michalska,Politechnika Informatyczno-Elektroniczna,Zawiercie,II,3097,,,Zawiercie,
733,Marta,Czerny,Uniwersytet Krolewski,Tarnowskie Gory,I,394,,,Tarnowskie Gory,
734,Helena,Kotlarz,Politechnika Informatyczno-Elektroniczna,Szczyrk,I,559,,,Szczyrk,
735,Michal,Galas,Politechnika Informatyczno-Elektroniczna,Bydgoszcz,I,2461,,,Bydgoszcz,
736,Robert,Tomaszewski,Politechnika Krolewska,Wisla,IV,1511,,,Wisla,
737,Karol,Boran,Uniwersytet Krolewski,Sucha Beskidzka,I,2190,,,Sucha Beskidzka,
738,Agnieszka,Mordak,Uniwersytet Rolniczy,Tworog,II,3292,,,Tworog,
739,Tomasz,Suder,Uniwersytet Krolewski,Kielce,I,2998,,,Kielce,
740,Stefan,Polanicki,Uniwersytet Krolewski,Wodzislaw Slaski,II,770,,,Wodzislaw Slaski,
741,Roman,Kolek,Politechnika Informatyczno-Elektroniczna,Limanowa,I,674,,,Limanowa,
742,Magdalena,Peciak,Uniwersytet Ekonomiczny,Ogrodzieniec,I,2024,,,Ogrodzieniec,
743,Michal,Czajczyk,Politechnika Krolewska,Krasnik,I,3080,,,Krasnik,
744,Natasza,Rudnicka,Uniwersytet Krolewski,Biala Podlaska,III,1178,,,Biala Podlaska,
745,Wojciech,Kwiecien,Uniwersytet Krolewski,Jelenia Gora,II,956,,,Jelenia Gora,
746,Michal,Kurtyka,Politechnika Informatyczno-Elektroniczna,Nowy Sacz,IV,1445,,,Nowy Sacz,
747,Agnieszka,Dziernanowska,Politechnika Krolewska,Krosno,I,2982,,,Krosno,
748,Danuta,Bodnar,Politechnika Informatyczno-Elektroniczna,Zory,III,1543,,,Zory,
749,Bartosz,Gasior,Uniwersytet Ekonomiczny,Wejherowo,I,2138,,,Wejherowo,
750,Tadeusz,Staron,Politechnika Informatyczno-Elektroniczna,Rabka,IV,2198,,,Rabka,
751,Andrzej,Kacperski,Politechnika Informatyczno-Elektroniczna,Myslowice,I,2370,,,Myslowice,
752,Kinga,Krol,Politechnika Informatyczno-Elektroniczna,Kogutek,III,3262,,,Kogutek,
753,Katarzyna,Biedka,Politechnika Krolewska,Bielsko - Biala,I,2705,,,Bielsko - Biala,
754,Alina,Wolowiec,Uniwersytet Rolniczy,Sucha Beskidzka,I,2760,,,Sucha Beskidzka,
755,Szymon,Boruta,Akademia Sztuk Pieknych,Nowy Sacz,V,945,,,Nowy Sacz,
756,Miroslawa,Prawy,Politechnika Informatyczno-Elektroniczna,Wlodowice,V,3156,,,Wlodowice,
757,Malgorzata,Bronislawska,Politechnika Krolewska,Jaworzynka,I,735,,,Jaworzynka,
758,Szymon,Perczynski,Uniwersytet Ekonomiczny,Katowice,III,1216,,,Katowice,
759,Jowita,Farcik,Uniwersytet Krolewski,Koniakow,IV,2443,,,Koniakow,
760,Agnieszka,Chmielarz,Politechnika Informatyczno-Elektroniczna,Wolbrom,I,2139,,,Wolbrom,
761,Artur,Chodyrak,Uniwersytet Krolewski,Kety,I,2338,,,Kety,
762,Piotr,Wojcik,Uniwersytet Krolewski,Przemysl,II,1625,,,Przemysl,
763,Janusz,Gajda,Uniwersytet Krolewski,Pilica,V,2262,,,Pilica,
764,Barbara,Chrzanowska,Politechnika Informatyczno-Elektroniczna,Swietochlowice,I,997,,,Swietochlowice,
765,Pawel,Janicki,Politechnika Informatyczno-Elektroniczna,Myslowice,V,1067,,,Myslowice,
766,Dariusz,Chrascik,Uniwersytet Krolewski,Kuznia Raciborska,IV,3152,,,Kuznia Raciborska,
767,Edyta,Kurdzielewicz,Politechnika Informatyczno-Elektroniczna,Bialystok,I,2710,,,Bialystok,
768,Roman,Listopad,Uniwersytet Krolewski,Rogoznik,IV,2018,,,Rogoznik,
769,Honorata,Milosz,Politechnika Informatyczno-Elektroniczna,Nowy Targ,III,761,,,Nowy Targ,
770,Zofia,Luszczyk,Politechnika Informatyczno-Elektroniczna,Ustron,II,2409,,,Ustron,
771,Tomasz,Mieta,Uniwersytet Krolewski,Lubliniec,II,3329,,,Lubliniec,
772,Miroslawa,Czarnoleska,Uniwersytet Pedagogiczny,Elk,I,466,,,Elk,
773,Wawrzyniec,Surowka,Politechnika Krolewska,Gdansk,IV,1644,,,Gdansk,
774,Bohdan,Bielawski,Politechnika Krolewska,Szamotuly,I,2645,,,Szamotuly,
775,Mateusz,Cisek,Politechnika Informatyczno-Elektroniczna,Jedrzejow,I,2376,,,Jedrzejow,
776,Kacper,Kujalowski,Politechnika Krolewska,Slawkow,V,1195,,,Slawkow,
777,Michal,Piekarz,Politechnika Krolewska,Olkusz,II,3142,,,Olkusz,
778,Sebastian,Kalicki,Politechnika Informatyczno-Elektroniczna,Grudziadz,II,1441,,,Grudziadz,
779,Adam,Tuszynski,Politechnika Informatyczno-Elektroniczna,Cieszyn,I,2269,,,Cieszyn,
780,Jerzy,Barczyk,Politechnika Krolewska,Medyka,I,3282,,,Medyka,
781,Angelika,Koszka,Politechnika Krolewska,Koniakow,I,3338,,,Koniakow,
782,Maciej,Pajak,Politechnika Krolewska,Olkusz,IV,2558,,,Olkusz,
783,Kamil,Slimak,Politechnika Informatyczno-Elektroniczna,Myszkow,V,2585,,,Myszkow,
784,Magdalena,Batycka,Politechnika Informatyczno-Elektroniczna,Chorzow,I,819,,,Chorzow,
785,Wojciech,Chlebdanowski,Politechnika Krolewska,Debrzno,I,827,,,Debrzno,
786,Grzegorz,Wrzesinski,Politechnika Krolewska,Wolbrom,V,1609,,,Wolbrom,
787,Jolanta,Zarebska,Politechnika Informatyczno-Elektroniczna,Lublin,I,885,,,Lublin,
788,Waclawa,Zaba,Politechnika Informatyczno-Elektroniczna,Kleszczow,IV,2347,,,Kleszczow,
789,Andrzej,Malek,Uniwersytet Krolewski,Myszkow,IV,451,,,Myszkow,
790,Patryk,Gruszka,Politechnika Informatyczno-Elektroniczna,Katowice,III,2625,,,Katowice,
791,Fryderyka,Radecka,Politechnika Informatyczno-Elektroniczna,Bytom,III,1004,,,Bytom,
792,Boleslawa,Sarna,Uniwersytet Sportu i Turystyki,Gryfice,V,1915,,,Gryfice,
793,Marlena,Warszawska,Uniwersytet Krolewski,Bransk,I,570,,,Bransk,
794,Jan,Kozakowski,Politechnika Informatyczno-Elektroniczna,Rajcza,I,2539,,,Rajcza,
